    5.00000E+00    1.25143E-03    2.33237E-03    5.91374E-03   
    7.00000E+00    7.74817E-04    6.24619E-03    9.72408E-03   
    8.50000E+00    1.54576E-03    7.53111E-03    1.07199E-02   
    1.00000E+01    3.74618E-03    8.13625E-03    1.02959E-02   
    1.10000E+01    5.72886E-03    9.97566E-03    1.03701E-02   
    1.20000E+01    7.24569E-03    1.31785E-02    1.06495E-02   
    1.50000E+01    7.08837E-03    2.21474E-02    1.25508E-02   
    1.70000E+01    1.03650E-02    2.38662E-02    1.16074E-02   
    2.00000E+01    1.87997E-02    2.53000E-02    7.54817E-03   
    2.00000E+01    1.87997E-02    2.53000E-02    7.54817E-03   
    2.00000E+01    1.87997E-02    2.53000E-02    7.54817E-03   
    2.00000E+01    1.87997E-02    2.53000E-02    7.54817E-03   
    2.00000E+01    1.87997E-02    2.53000E-02    7.54817E-03   
    2.00000E+01    1.87997E-02    2.53000E-02    7.54817E-03   
    2.20000E+01    2.31638E-02    2.83246E-02    7.17442E-03   
    2.50000E+01    2.75724E-02    2.73423E-02    5.73422E-03   
    2.50000E+01    2.75724E-02    2.73423E-02    5.73422E-03   
    2.70000E+01    3.14025E-02    2.48768E-02    4.54682E-03   
    2.85000E+01    3.45256E-02    2.34189E-02    4.07272E-03   
    3.00000E+01    3.70019E-02    2.30899E-02    3.96366E-03   
    3.20000E+01    3.94328E-02    2.18583E-02    3.91629E-03   
    3.50000E+01    3.85839E-02    1.94403E-02    3.13009E-03   
    3.70000E+01    3.73964E-02    1.71174E-02    2.40075E-03   
    4.00000E+01    3.69833E-02    1.46873E-02    2.02616E-03   
    4.30000E+01    3.51852E-02    1.25329E-02    1.70595E-03   
    4.50000E+01    3.43258E-02    1.17766E-02    1.73665E-03   
    5.00000E+01    2.89927E-02    9.03224E-03    1.10214E-03   
    6.00000E+01    2.07802E-02    5.63470E-03    5.98180E-04   
    6.70000E+01    1.60911E-02    4.05591E-03    4.20054E-04   
    7.50000E+01    1.22664E-02    2.95151E-03    2.83394E-04   
    7.50000E+01    1.22664E-02    2.95151E-03    2.83394E-04   
    9.00000E+01    7.43262E-03    1.68070E-03    1.90021E-04   
    1.00000E+02    5.18373E-03    1.05676E-03    8.57687E-05   
    1.00000E+02    5.18373E-03    1.05676E-03    8.57687E-05   
    1.14000E+02    3.25574E-03    6.50463E-04    5.31525E-05   
    2.00000E+02    3.52260E-04    5.46207E-05    2.92909E-06   
    3.00000E+02    5.75318E-05    7.27639E-06    4.75713E-07   
    3.00000E+02    5.75318E-05    7.27639E-06    4.75713E-07   
    3.00000E+02    5.75318E-05    7.27639E-06    4.75713E-07   
    5.00000E+02    4.97693E-06    5.07634E-07    2.76332E-08
    1.00000E+03    2.30184E-07    2.39924E-08    3.97753E-10
    2.00000E+03    4.31530E-09    1.88402E-10    2.82748E-12   
