    5.00000E+00    2.41203E-04    8.90049E-04    1.12326E-03    
    7.00000E+00    5.50372E-04    7.84573E-04    2.38529E-03    
    8.50000E+00    3.71376E-04    1.43137E-03    2.56827E-03    
    1.00000E+01    5.49338E-04    2.38485E-03    3.18636E-03    
    1.10000E+01    7.92442E-04    2.62305E-03    3.42270E-03    
    1.20000E+01    1.24506E-03    2.74807E-03    3.50064E-03    
    1.50000E+01    2.04789E-03    4.65061E-03    3.80251E-03    
    1.70000E+01    2.49019E-03    6.37224E-03    4.01723E-03    
    2.00000E+01    3.69647E-03    7.60525E-03    3.56503E-03    
    2.00000E+01    3.69647E-03    7.60525E-03    3.56503E-03    
    2.00000E+01    3.69647E-03    7.60525E-03    3.56503E-03    
    2.00000E+01    3.69647E-03    7.60525E-03    3.56503E-03    
    2.00000E+01    3.69647E-03    7.60525E-03    3.56503E-03    
    2.00000E+01    3.69647E-03    7.60525E-03    3.56503E-03    
    2.20000E+01    4.87195E-03    8.00782E-03    3.08518E-03    
    2.50000E+01    7.25403E-03    7.81943E-03    2.36484E-03    
    2.50000E+01    7.25403E-03    7.81943E-03    2.36484E-03    
    2.70000E+01    8.10435E-03    8.44468E-03    2.48308E-03    
    2.85000E+01    8.29343E-03    7.80030E-03    2.01349E-03    
    3.00000E+01    9.04735E-03    7.27802E-03    1.71345E-03    
    3.20000E+01    1.02964E-02    7.09006E-03    1.64199E-03    
    3.50000E+01    1.03149E-02    6.03475E-03    1.16910E-03    
    3.70000E+01    1.04507E-02    5.44816E-03    1.06308E-03    
    4.00000E+01    9.82865E-03    4.67243E-03    8.09824E-04    
    4.30000E+01    9.73870E-03    4.08341E-03    6.85290E-04    
    4.50000E+01    9.50694E-03    3.71783E-03    5.96520E-04    
    5.00000E+01    8.51808E-03    2.97944E-03    4.52143E-04    
    6.00000E+01    6.05263E-03    1.79119E-03    2.55372E-04    
    6.70000E+01    4.75050E-03    1.28120E-03    1.65823E-04    
    7.50000E+01    3.56722E-03    9.02080E-04    1.06530E-04    
    7.50000E+01    3.56722E-03    9.02080E-04    1.06530E-04    
    9.00000E+01    2.21621E-03    5.13429E-04    5.70389E-05    
    1.00000E+02    1.54637E-03    3.26046E-04    2.94087E-05    
    1.00000E+02    1.54637E-03    3.26046E-04    2.94087E-05    
    1.14000E+02    9.76951E-04    2.01706E-04    1.90855E-05    
    2.00000E+02    1.06880E-04    1.56834E-05    9.32627E-07    
    3.00000E+02    1.71941E-05    2.25325E-06    1.25046E-07    
    3.00000E+02    1.71941E-05    2.25325E-06    1.25046E-07    
    3.00000E+02    1.71941E-05    2.25325E-06    1.25046E-07    
    5.00000E+02    1.50945E-06    1.84810E-07    1.62707E-08    
    1.00000E+03    6.84005E-08    7.38484E-09    1.44900E-10 
    2.00000E+03    1.27457E-09    6.30139E-11    2.51948E-12    
